0.01,0,28
0.02,0,28
0.03,0,28
0.04,0,28
0.05,0,28
0.06,0,28
0.07,0,28
0.08,0,28
0.09,0,27.9
0.10,0,27.9
0.11,0,27.9
0.12,0,27.9
0.13,0,27.9
0.14,0,27.9
0.15,0,27.9
0.16,0,27.8
0.17,0,27.7
0.18,0,27.7
0.19,0,27.7
0.20,0,27.8
0.21,0,27.8
0.22,0,27.8
0.23,0,27.7
0.24,0,27.8
0.25,0,27.8
0.26,0,27.8
0.27,0,27.7
0.28,0,27.7
0.29,0,27.6
0.30,0,27.5
0.31,0,27.4
0.32,0,27.3
0.33,0,27.3
0.34,0,27.3
0.35,0,27.3
0.36,0,27.3
0.37,0,27.3
0.38,0,27.3
0.39,0,27.3
0.40,0,27.3
0.41,0,27.3
0.42,0,27.2
0.43,0,27.2
0.44,0,27.3
0.45,0,27.3
0.46,0,27.3
0.47,0,27.3
0.48,0,27.4
0.49,0,27.4
0.50,0,27.4
0.51,0,27.4
0.52,0,27.4
0.53,0,27.4
0.54,0,27.4
0.55,0,27.4
0.56,0,27.4
0.57,0,27.4
0.58,0,27.4
0.59,0,27.5
0.60,0,27.5
0.61,0,27.5
0.62,1,27.5
0.63,1,27.5
0.64,1,27.5
0.65,1,27.6
0.66,2,27.5
0.67,2,27.5
0.68,3,27.4
0.69,4,27.4
0.70,5,27.4
0.71,5,27.4
0.72,6,27.4
0.73,7,27.4
0.74,8,27.4
0.75,9,27.3
0.76,9,27.4
0.77,10,27.3
0.78,11,27.3
0.79,12,27.3
0.80,13,27.3
0.81,14,27.3
0.82,15,27.4
0.83,16,27.4
0.84,18,27.4
0.85,22,27.4
0.86,28,27.4
0.87,36,27.4
0.88,45,27.5
0.89,52,27.5
0.90,60,27.6
0.91,66,27.8
0.92,70,27.9
0.93,72,28
0.94,74,28.1
0.95,77,28.2
0.96,79,28.3
0.97,81,28.4
0.98,85,28.5
0.99,90,28.6
1.00,96,28.7
1.01,102,28.8
1.02,108,28.8
1.03,109,28.9
1.04,102,28.9
1.05,89,28.9
1.06,77,28.8
1.07,68,28.7
1.08,60,28.7
1.09,57,28.6
1.10,58,28.6
1.11,59,28.6
1.12,61,28.6
1.13,65,28.5
1.14,71,28.5
1.15,78,28.4
1.16,89,28.5
1.17,102,28.5
1.18,111,28.5
1.19,117,28.6
1.20,122,28.7
1.21,125,28.8
1.22,127,28.8
1.23,128,28.8
1.24,130,28.9
1.25,132,28.9
1.26,133,29
1.27,133,29
1.28,132,29.1
1.29,133,29.2
1.30,134,29.3
1.31,134,29.5
1.32,134,29.4
1.33,134,29.4
1.34,133,29.3
1.35,131,29.3
1.36,130,29.2
1.37,128,29.2
1.38,126,29.1
1.39,125,29.1
1.40,125,29.1
1.41,124,29
1.42,123,29
1.43,122,29
1.44,121,29
1.45,123,29
1.46,124,29
1.47,128,29.1
1.48,131,29.1
1.49,134,29
1.50,140,29
1.51,150,29
1.52,156,29
1.53,159,28.9
1.54,160,28.9
1.55,158,28.9
1.56,161,28.9
1.57,179,29
1.58,193,29.1
1.59,197,29.1
1.60,197,29.1
1.61,198,29.2
1.62,205,29.2
1.63,187,29.1
1.64,217,29.1
1.65,224,29.1
1.66,233,29.2
1.67,238,29.3
1.68,242,29.3
1.69,247,29.4
1.70,243,29.4
1.71,253,29.4
1.72,264,29.4
1.73,278,29.4
1.74,299,29.5
1.75,317,29.6
1.76,301,29.6
1.77,282,29.6
1.78,265,29.5
1.79,272,29.5
1.80,274,29.5
1.81,290,29.6
1.82,308,29.7
1.83,338,29.7
1.84,392,29.7
1.85,407,29.9
1.86,412,30
1.87,421,30.1
1.88,425,30
1.89,431,30
1.90,428,30.2
1.91,437,30.2
1.92,441,30.3
1.93,358,30.2
1.94,399,30.1
1.95,492,30.1
1.96,506,30.1
1.97,507,30.1
1.98,515,30.1
1.99,522,30.2
2.00,536,30.3
2.01,548,30.5
2.02,549,30.6
2.03,546,30.5
2.04,542,30.4
2.05,552,30.1
2.06,556,30.1
2.07,574,30.1
2.08,588,30.2
2.09,598,30.2
2.10,603,30.3
2.11,608,30.2
2.12,605,30
2.13,603,30
2.14,597,30.1
2.15,590,30.1
2.16,578,30.2
2.17,576,30.1
2.18,570,30.1
2.19,570,30.3
2.20,578,30.3
2.21,581,30.4
2.22,577,30.5
2.23,586,30.4
2.24,594,30.3
2.25,598,30.4
2.26,602,30.5
2.27,605,30.5
2.28,607,30.3
2.29,612,30.2
2.30,616,30.2
2.31,621,30.2
2.32,623,30.2
2.33,625,30.3
2.34,629,30.3
2.35,627,30.2
2.36,626,30.3
2.37,614,30.3
2.38,542,30.2
2.39,523,30.1
2.40,633,30
2.41,645,30.1
2.42,643,30.2
2.43,602,30.2
2.44,630,30.2
2.45,608,30.2
2.46,588,30.2
2.47,601,30.2
2.48,562,30.1
2.49,613,30
2.50,667,30.1
2.51,658,30.2
2.52,670,30.3
2.53,688,30
2.54,694,30
2.55,697,30
2.56,699,30.2
2.57,701,30.4
2.58,703,30.2
2.59,703,30.4
2.60,692,30.6
2.61,681,30.2
2.62,663,30.1
2.63,658,30.2
2.64,614,30.3
2.65,462,30.2
2.66,432,30.1
2.67,453,30
2.68,407,29.8
2.69,630,29.7
2.70,743,30
2.71,750,30.1
2.72,753,30.2
2.73,756,30.4
2.74,758,30.3
2.75,760,30.3
2.76,757,30.3
2.77,760,30.5
2.78,760,30.5
2.79,762,30.5
2.80,762,30.3
2.81,764,30.2
2.82,768,30.5
2.83,768,30.6
2.84,769,30.6
2.85,771,30.3
2.86,774,30.3
2.87,777,30.1
2.88,780,30.2
2.89,783,30.3
2.90,789,30.3
2.91,792,30.3
2.92,796,30.3
2.93,803,30.4
2.94,809,30.4
2.95,814,30.5
2.96,821,30.8
2.97,826,30.8
2.98,829,30.5
2.99,832,30.6
3.00,837,30.6
3.01,842,30.5
3.02,849,30.4
3.03,859,30.4
3.04,870,30.4
3.05,871,30.5
3.06,797,30.5
3.07,797,30.6
3.08,784,30.5
3.09,824,30.3
3.10,924,30.3
3.11,958,30.4
3.12,896,30.7
3.13,664,30.9
3.14,476,30.8
3.15,477,30.5
3.16,402,30.2
3.17,531,30.2
3.18,640,30.2
3.19,582,30.1
3.20,487,30.1
3.21,492,29.9
3.22,486,30
3.23,450,29.9
3.24,508,29.9
3.25,690,29.9
3.26,718,30.2
3.27,688,30.2
3.28,767,30.4
3.29,745,30.5
3.30,687,30.5
3.31,917,30.6
3.32,917,30.4
3.33,886,30.2
3.34,831,30.4
3.35,841,30.8
3.36,839,30.7
3.37,852,30.9
3.38,900,30.7
3.39,883,30.7
3.40,918,30.8
3.41,951,30.7
3.42,960,30.7
3.43,931,30.7
3.44,897,30.6
3.45,893,30.4
3.46,943,30.4
3.47,923,30.4
3.48,873,30.4
3.49,865,30.7
3.50,834,30.7
3.51,815,30.4
3.52,825,30.6
3.53,849,30.6
3.54,824,30.7
3.55,937,30.4
3.56,1008,30.5
3.57,1033,30.8
3.58,1044,30.9
3.59,1024,30.9
3.60,1018,30.7
3.61,1012,30.6
3.62,1006,30.4
3.63,978,30.6
3.64,930,30.8
3.65,956,30.8
3.66,993,30.8
3.67,1025,30.7
3.68,1022,30.5
3.69,957,30.3
3.70,861,30.5
3.71,829,30.6
3.72,812,30.6
3.73,862,30.5
3.74,816,30.7
3.75,757,30.9
3.76,787,30.9
3.77,822,30.8
3.78,872,30.7
3.79,818,31
3.80,849,30.9
3.81,893,30.7
3.82,920,30.7
3.83,931,30.6
3.84,938,30.6
3.85,943,30.7
3.86,954,30.8
3.87,972,30.7
3.88,976,30.7
3.89,915,30.7
3.90,865,30.6
3.91,891,30.6
3.92,842,30.8
3.93,743,30.6
3.94,632,30.8
3.95,645,30.9
3.96,705,30.8
3.97,712,30.6
3.98,665,30.7
3.99,689,30.6
4.00,648,30.4
4.01,610,30.5
4.02,570,30.6
4.03,523,30.5
4.04,472,30.3
4.05,419,30.2
4.06,436,30.2
4.07,425,30.2
4.08,413,30.3
4.09,510,30.3
4.10,586,30.1
4.11,694,30.1
4.12,735,30.3
4.13,706,30.6
4.14,746,30.7
4.15,838,30.6
4.16,918,30.8
4.17,1067,31
4.18,1095,30.9
4.19,999,31.1
4.20,765,30.8
4.21,734,30.6
4.22,533,30.7
4.23,918,30.9
4.24,919,31.2
4.25,949,31.4
4.26,913,31.4
4.27,478,31.4
4.28,828,31.1
4.29,843,31.1
4.30,619,31.1
4.31,536,31.1
4.32,851,31.1
4.33,869,31
4.34,954,31.1
4.35,964,31.2
4.36,966,31
4.37,448,30.9
4.38,324,30.6
4.39,325,30.4
4.40,330,30.3
4.41,340,30.2
4.42,352,30.2
4.43,349,30.2
4.44,353,30.1
4.45,361,30.1
4.46,371,30.1
4.47,388,30.3
4.48,434,30.1
4.49,448,30.1
4.50,574,30.1
4.51,603,30.3
4.52,688,30.4
4.53,916,30.4
4.54,514,30.4
4.55,360,30.4
4.56,345,30.3
4.57,330,30.3
4.58,320,30.2
4.59,315,30.2
4.60,323,30
4.61,350,30
4.62,372,30.1
4.63,357,30.3
4.64,362,30.1
4.65,384,30.1
4.66,592,30.1
4.67,650,30.3
4.68,632,30.3
4.69,653,30.4
4.70,649,30.6
4.71,633,30.5
4.72,645,30.7
4.73,658,30.7
4.74,636,30.7
4.75,621,30.7
4.76,620,30.4
4.77,630,30.6
4.78,663,30.6
4.79,666,30.5
4.80,622,30.6
4.81,565,30.5
4.82,562,30.4
4.83,586,30.5
4.84,592,30.5
4.85,516,30.4
4.86,564,30.4
4.87,568,30.4
4.88,635,30.3
4.89,717,30.6
4.90,691,30.3
4.91,656,30.7
4.92,645,30.9
4.93,629,30.9
4.94,631,30.6
4.95,657,30.6
4.96,629,30.7
4.97,691,30.7
4.98,699,30.7
4.99,704,30.6
5.00,817,30.7
5.01,750,30.7
5.02,720,30.6
5.03,716,30.6
5.04,833,30.7
5.05,1007,30.9
5.06,783,30.8
5.07,952,30.5
5.08,412,30.5
5.09,378,30.5
5.10,475,30.4
5.11,472,30.2
5.12,742,30.3
5.13,746,30.5
5.14,485,30.3
5.15,756,30.2
5.16,921,30.3
5.17,660,30.4
5.18,678,30.5
5.19,438,30.5
5.20,402,30.5
5.21,384,30.3
5.22,403,30
5.23,422,30.1
5.24,459,30.1
5.25,623,30.3
5.26,542,30.3
5.27,330,30.4
5.28,304,30.3
5.29,280,30.4
5.30,257,30.4
5.31,248,30.2
5.32,246,30
5.33,243,29.8
5.34,253,29.8
5.35,267,29.9
5.36,281,29.9
5.37,283,29.9
5.38,276,30
5.39,273,30
5.40,267,30.1
5.41,258,30
5.42,263,29.9
5.43,298,30
5.44,363,30
5.45,387,29.9
5.46,343,30.1
5.47,363,30
5.48,438,30.1
5.49,611,30.3
5.50,707,30.3
5.51,580,30.4
5.52,387,30.5
5.53,353,30.3
5.54,385,30.2
5.55,359,30
5.56,337,30.1
5.57,320,30.1
5.58,312,30.2
5.59,310,30.3
5.60,313,30.3
5.61,317,30.1
5.62,318,30
5.63,316,29.9
5.64,312,29.9
5.65,299,29.9
5.66,311,29.9
5.67,293,30.1
5.68,288,30
5.69,289,29.9
5.70,286,29.9
5.71,288,29.9
5.72,301,29.9
5.73,305,29.9
5.74,308,29.6
5.75,303,29.5
5.76,283,29.7
5.77,251,29.8
5.78,218,29.8
5.79,192,29.7
5.80,194,29.5
5.81,206,29.6
5.82,214,29.6
5.83,218,29.3
5.84,218,29.2
5.85,220,29.4
5.86,230,29.4
5.87,248,29.4
5.88,268,29.4
5.89,284,29.4
5.90,290,29.3
5.91,296,29.4
5.92,311,29.3
5.93,328,29.2
5.94,323,29.3
5.95,332,29.3
5.96,351,29.4
5.97,364,29.4
5.98,374,29.4
5.99,380,29.3
6.00,388,29.3
6.01,526,29.4
6.02,586,29.5
6.03,584,29.6
6.04,596,29.9
6.05,571,30
6.06,452,29.8
6.07,402,29.6
6.08,366,29.6
6.09,344,29.5
6.10,336,29.4
6.11,345,29.6
6.12,355,29.7
6.13,332,29.7
6.14,344,29.6
6.15,359,29.6
6.16,340,29.5
6.17,316,29.5
6.18,287,29.3
6.19,256,29.3
6.20,243,29.3
6.21,234,29.2
6.22,227,29.2
6.23,221,29.2
6.24,216,29.2
6.25,211,29.2
6.26,208,29
6.27,204,29
6.28,200,29.1
6.29,195,29.2
6.30,191,29
6.31,190,28.9
6.32,191,29
6.33,194,28.9
6.34,202,28.8
6.35,219,28.9
6.36,238,28.8
6.37,246,28.9
6.38,277,29
6.39,381,29
6.40,397,29.1
6.41,407,29.1
6.42,482,29.2
6.43,619,29.3
6.44,638,29.4
6.45,611,29.6
6.46,550,29.5
6.47,438,29.5
6.48,391,29.6
6.49,381,29.7
6.50,320,29.4
6.51,281,29.4
6.52,279,29.4
6.53,269,29.3
6.54,256,29.3
6.55,251,29.3
6.56,253,29.4
6.57,230,29.3
6.58,223,29.3
6.59,215,29.2
6.60,199,29.2
6.61,190,29.2
6.62,179,29.1
6.63,176,29.1
6.64,175,29.1
6.65,175,29
6.66,174,29
6.67,174,29
6.68,175,29.1
6.69,174,29.1
6.70,172,29.1
6.71,169,29.1
6.72,165,29.1
6.73,161,29.1
6.74,157,29.2
6.75,153,29.2
6.76,152,29.1
6.77,149,29
6.78,147,29
6.79,144,28.9
6.80,140,28.9
6.81,137,29
6.82,137,29.1
6.83,138,29.1
6.84,150,29.2
6.85,177,29.2
6.86,214,29.1
6.87,200,29.2
6.88,226,29.3
6.89,216,29.4
6.90,218,29.5
6.91,188,29.3
6.92,177,29.3
6.93,187,29.3
6.94,179,29.3
6.95,177,29.3
